id,Date,Title,acf_musico_nombre_artistico,acf_musico_provincia,acf_musico_tipo,acf_musico_formatos_disponibles,acf_musico_precio_minimo_dj,acf_musico_coste_hora_extra_dj,acf_musico_precio_minimo_solista,acf_musico_coste_hora_extra_solista,acf_musico_precio_minimo_duo,acf_musico_coste_hora_extra_duo,acf_musico_precio_minimo_trio,acf_musico_coste_hora_extra_trio,acf_musico_precio_minimo_cuarteto,acf_musico_coste_hora_extra_cuarteto,acf_musico_precio_minimo_conjunto,acf_musico_coste_hora_extra_conjunto,acf_musico_precio_minimo_banda_bateria,acf_musico_coste_hora_extra_banda_bateria,acf_musico_genero_musical,acf_musico_url_youtube_1,acf_musico_url_youtube_2,acf_musico_url_youtube_3,acf_musico_titulo_youtube_4,acf_musico_titulo_youtube_5,acf_musico_repertorio_completo,estados músico,Nº CONTRATACIONES,Author ID
21149,2022-10-09,Antonio Morant - Pianist,Antonio Morant - Pianist,Valencia,Músico,"a:5:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";i:3;s:8:""Cuarteto"";i:4;s:27:""Banda/Conjunto sin batería"";}",,,180,60,250,100,350,150,450,200,550,250,,,"a:9:{i:0;s:9:""Acústico"";i:1;s:10:""Bossa Nova"";i:2;s:8:""Clásica"";i:3;s:9:""Comercial"";i:4;s:12:""Instrumental"";i:5;s:5:""Piano"";i:6;s:3:""Pop"";i:7;s:10:""Romántica"";i:8;s:5:""Otros"";}",https://youtu.be/-lTyEW1o_zQ,https://youtu.be/L3dHXvKPyHk,https://youtu.be/dnorBK-UWCY,,,"Todo tipo de repertorio sin importar el estilo, adaptándome a las necesidades que se requieran.",Completo,0,2058
21156,2022-10-10,D’Rumbay,D’Rumbay,Almería,Músico,"a:1:{i:0;s:27:""Banda/Conjunto sin batería"";}",,,,,,,,,,,500,150,,,"a:3:{i:0;s:11:""Flamenquito"";i:1;s:3:""Pop"";i:2;s:5:""Salsa"";}",https://youtu.be/dkbCHJFvAPw,https://youtube.com/shorts/AY0ohTipg1c?feature=share,https://youtube.com/shorts/3fjAJ2QuDNg?feature=share,,,,Completo,0,2059
21167,2022-10-10,PECKIN BRASS,PECKIN BRASS,Toledo,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,500,150,"a:4:{i:0;s:9:""Comercial"";i:1;s:12:""Instrumental"";i:2;s:3:""Pop"";i:3;s:5:""Swing"";}",https://www.youtube.com/watch?v=iHch_KuFu0U,,,,,"TEMAS INDIVIDUALES:

1.Living on a payer – Bon jovi 
2.Killing me softly - Fugees 
3.Simply the Best – Tina Turner 
4.Hello - Adele
5.Corazón Partio - Alejandro Sanz 
6.Todos los besos - Los Rebujitos
7.La mujer de Verde - Izal 
8.Dramas y Comedías -Fangoría 
9.Insurrección – Manolo García
10.Granada – Donna Hightower 
11.Take on me – A-ha
12.Smells like teen spirit – Nirvana 
13.The final Countdown – Europe 
14.Eso que tu me das – Pau Dones 
15.The Girl from Ipanema – Jobin 
16.Quiero ser como tu – Richard M. & Sherman
17.La vida es Bella – Nicola Piovani 18.Marcha Nupcial

MIXES:

19. Confinamiento Hits: 
Ritmo 
Dance Monkey 
Tusa

20. Abba:
Dancing Queen Mamma Mia Fernando
The winner takes it all

21. La Oreja de Van Gogh: 
Inmortal
Pop
Cuídate
Puedes contar conmigo

22. Verano 2022:
Quedate - Quevedo & Bzrp Ay 
mama - Rigoberta Baldini 
Despechá – Rosalía

23. Beyonce: 
Crazy in love 
Dejavu

24. Amaral:
El universo sobre mi
Días de verano
Marta, Sebas, Guille y los demás
Toda la noche en la calle

25. Pop Español 80: 
Déjame
Mil calles llevan hacia ti 
Cuando Brille el sol 
Escuela de calor

26. Mix 9oB:
Hit the Rad Jack 
Superstition
Dir Duke

27. Mix Palmas: 
Karma Chameleon 
1000 Thousand

28. Mix Jackson: 
Thriller
Billie Jean 
Smooth criminal

29. Classinc Funk: 
The chicken
Pick up de pieces 
Chamaleon

30. Amy Winehouse: 
Back to black 
Rehab

31. Dover:
Cherry lee
Let me out
Devil came to me

32. Dance Mix:
Temas dance de los 90

33. Ska Popurri: 
El padrino 
Sarri-sarri 
Caravan 
Solo vivir

34. Rock Español:
Jartos de aguantar 
Dolores se llamaba lola 
Vicio",Completo,0,2060
21178,2022-10-10,Solo Iñaki,Solo Iñaki,Madrid,Músico,"a:2:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";}",,,150,50,200,80,,,,,,,,,"a:3:{i:0;s:9:""Acústico"";i:1;s:9:""Chill out"";i:2;s:13:""Fingerpicking"";}",https://youtu.be/6_IUudvHeYk,https://youtu.be/BkEyyPdCcg4,https://youtu.be/IXAz5YXarKs,,,"VERSIONES ROCK&SOFT: 
Agradecido - Rosendo
El roce de tu cuerpo - Platero y Tú 
Rojitas las orejas - Platero y Tú
La vereda de la puerta de atrás - Extremoduro
Standby - Extremoduro
Antes de que cuente 10 - Fito y Fitipaldis -  
Viene y va - Fito y Fitipaldis
A la luna se le ve el ombligo - Fito y Fitipaldis 
Cerca de las vías - Fito y Fitipaldis
Abrazado a la tristeza - Fito y Fitipaldis 
Lo mas lejos a tu lado - Fito y Fitipaldis 
Insurrección - Manolo García
Dolores - Los suaves
Eloise - Tino Casal 
El Ritmo del Garaje - Loquillo y Trogloditas
Cadillac Solitario - Loquillo y los Trogloditas
La chispa adecuada - Héroes del silencio
Pequeño Rock and Roll - Quique González
Corazón de Mimbre - Marea 
Fotografía - El Canto del Loco
Son sueños - El Canto del Loco 
Princesas - Pereza 
Lady Madrid - Pereza
P'aquí p'allá - La Fuga 
Carolina - M Clan
La Flaca - Jarabe de palo
Falsa Moral - Obk 

JOYAS PRESTADAS:
Canciones de los mejores cantautores, desde Marwán, Tontxu, Ismael Serrano, Quique González o Conchita hasta Ed Sheeran, Damien Rice o Juanes",Completo,0,2061
21256,2022-10-10,Marta Capitán,Marta Capitán,Sevilla,Músico,"a:1:{i:0;s:5:""Trío"";}",,,,,,,350,100,,,,,,,"a:4:{i:0;s:9:""Acústico"";i:1;s:11:""Flamenquito"";i:2;s:3:""Pop"";i:3;s:4:""Soul"";}",https://youtu.be/RmaBYrdxxTc,https://youtu.be/daC9P6P7KX0,https://youtu.be/rF13G0lxBwA,,,"Aún no te has ido - Vanesa Martín
 Tu ven a mi - La Tana
Caramelo - La flaka
90 minutos - India Martínez
No puedo quitar mis ojos de ti - Alba Molina
De pedacitos de ti - Antonio Orozco
Yo viviré (I will survive) - Pitingo
Un ramito de violetas - Cecilia
Un zombie a la intemperie - Alejandro Sanz
Hoy - India Martínez
Yo no me doy por vencido - Luis Fonsi
La quiero a morir
Esa cobardía - Chiquetete
Procuro olvidarte
Sos
Uno x UNO - Manuel Carrasco
Corazón partió - Alejandro Sanz
Ya lo sabes - Antonio Orozco
Vencer al amor - India Martínez
Valió la pena - Marc Anthony
Tan sólo tu - Manuel Carrasco
Cuando te beso - Niña Pastori
Yo tengo una cosa - Niña Pastori
Alegria de vivir - La barberia del sur
Sevillanas 
Popurri rumbas
Popurri rumbas regueton",Completo,1,2062
21263,2022-10-11,Marco Pantanetti,Marco Pantanetti,Gerona,Músico,"a:1:{i:0;s:7:""Solista"";}",,,150,50,,,,,,,,,,,"a:4:{i:0;s:3:""Pop"";i:1;s:6:""Reggae"";i:2;s:4:""Rock"";i:3;s:10:""Romántica"";}",https://youtu.be/AwKpglqTx3c,https://youtube.com/shorts/X52NvO2Ms0A?feature=share,https://youtu.be/vewbBSvVM7I,,,,Incompleto,0,2063
21267,2022-10-11,The Mystics,The Mystics,Navarra,Músico,"a:1:{i:0;s:4:""Dúo"";}",,,,,400,50,,,,,,,,,"a:5:{i:0;s:9:""Acústico"";i:1;s:5:""Blues"";i:2;s:7:""Góspel"";i:3;s:4:""Rock"";i:4;s:5:""Rumba"";}",https://youtu.be/QxK0H75gmBA,,,,,"Gary Moore still got The blues, Guns and roses, Tina Turner The best y proud Mary, Sobreviviré Mónica Naranjo, Scorpions, Janis Joplin, ACDC....",Completo,0,1122
21279,2022-10-11,Rollband,Rollband,Murcia,Músico,"a:2:{i:0;s:4:""Dúo"";i:1;s:18:""Banda con batería"";}",,,,,200,80,,,,,,,500,180,"a:3:{i:0;s:9:""Hard Rock"";i:1;s:3:""Pop"";i:2;s:4:""Rock"";}",https://youtu.be/RG4NA9cTjNI,https://youtu.be/lkcEgSaRNxM,,,,"REPERTORIO 2022/2023

POP EN ESPAÑOL

Maná - Clavado en un bar
M-Clan - Carolina
M-Clan - Llamando a la tierra
Manolo García - Insurrección
Los piratas - Años 80
Vetusta Morla - Valiente
Duncan Dhu - Cien Gaviotas
Los Secretos - Déjame
Tequila - Rock and roll en la plaza del pueblo
Los Ronaldos - No puedo vivir sin ti
Tequila - Salta
La Frontera - El límite
Raphael - Mi gran noche
El canto del loco - Besos
El canto del loco - Zapatillas
Los Rodríguez - Hace calor
Los Rodriguez- Sin documentos
Muchachito - Ojalá no te hubiera conocido nunca

ROCK EN ESPAÑOL

Héroes - Maldito duende
Héroes - Mar adentro
Fito y Fitipaldis- Por la boca vive en pez
Fito y Fitipaldis - La casa por el tejado
Fito y Fitipaldis - Whisky Barato
Rosendo - Agradecido
Rosendo - Maneras de vivir
SKAP - Mis colegas
Marea - Corazón de mimbre
Extremoduro - Jesucristo García
Barricada - No hay tregua
Porretas - Marihuana
Bongo botrako - Chipirón 
Reincidentes - Vicio
Los Suaves - Dolores

POP EN INGLES

Chris Isaak - Wicked Game
U2 - Vértigo
Red hot - Otherside
Blur - Song2
Oasis - wonderwall
Tina Turner - Proud Mary 
Gloria Gaynor - I Will survive
The Beatles - Meedlay (Love me do ,Get Back, Twist and Shout)

ROCK EN INGLES

Credence - Fortunate son
Guns - Knockin on heavens door 
Nirvana - Smells like teen spirit
Steppenwolf - Born to be wild
Survivor - Eye of The tiger 
Judas - Living after midnight
Bon Jovi - It´s my life
Green Day - American idiot
Queen - I want to break free
The Offspring - The kids arent allright
Elvis - Hound dog
Jerry Lee Lewis - Great Ball of fire
Chuck Berry - Johnny B Good
Little Richard - Tuti Frutti
Twisted Sister - We’re not gonna take it
Cramberries - Zombie
Black Sabath - Paranoid
Judas - Breaking the law 
Metallica - Enter sandman
RATM - Killing in the name
ACDC - highway to hell
Meedlay - (Sweet Child oh mine, Back in Black, The Trooper, Thunderstruck)",Completo,0,2065
21423,2022-10-11,Alba Lírica Coro,Alba Lírica Coro,Madrid,Músico,"a:3:{i:0;s:8:""Cuarteto"";i:1;s:27:""Banda/Conjunto sin batería"";i:2;s:18:""Banda con batería"";}",,,,,,,,,780,400,780,400,810,470,"a:5:{i:0;s:8:""A capela"";i:1;s:5:""Blues"";i:2;s:4:""Coro"";i:3;s:8:""Clásica"";i:4;s:7:""Góspel"";}",,,,,,,Incompleto,0,2045
21431,2022-10-11,Charlo,Charlo,Pontevedra,Músico,"a:1:{i:0;s:7:""Solista"";}",,,250,50,,,,,,,,,,,"a:4:{i:0;s:9:""Acústico"";i:1;s:5:""Funky"";i:2;s:3:""Pop"";i:3;s:4:""Rock"";}",https://youtu.be/5XuGvpQqtSc,https://youtu.be/mvCqmYeZo1w,https://youtu.be/gye0uSUC_MM,,,Rock Pop en Español de todos los tiempos.,Completo,0,2066
21434,2022-10-11,Miguel Cantalapiedra,Miguel Cantalapiedra,Madrid,Músico,"a:1:{i:0;s:5:""Trío"";}",,,,,,,280,100,,,,,,,"a:3:{i:0;s:9:""Acústico"";i:1;s:4:""Punk"";i:2;s:4:""Rock"";}",https://www.youtube.com/watch?v=3ZvyeSGerYo,https://www.youtube.com/watch?v=6fdMmuPH4nQ,https://www.youtube.com/watch?v=3ZvyeSGerYo,,,Canciones originales + alguna versión: The lion sleeps tonight y Mi padre es un elfo,Completo,0,1975
21438,2022-10-11,RUMBERTO,RUMBERTO,Barcelona,Músico,"a:3:{i:0;s:4:""Dúo"";i:1;s:5:""Trío"";i:2;s:27:""Banda/Conjunto sin batería"";}",,,,,800,80,1100,200,,,1500,160,,,"a:4:{i:0;s:11:""Flamenquito"";i:1;s:3:""Pop"";i:2;s:5:""Rumba"";i:3;s:5:""Salsa"";}",https://www.youtube.com/watch?v=OD7FeqpsGNs,https://www.youtube.com/watch?v=s0nW0KIS340,https://www.youtube.com/watch?v=dhyEASRRwsM,,,"como un burro- Manolo garcía, no dudaría- Antonio flores, volaré- gipsy Kings, djobi ajoba- gipsy Kings, no estaba muerto- peret, sarandonga- lolita, marcha- rosario flores, barrieros- el barrio, volando voy- camarón, sin documentos- Calamaro, no puedo vivir sin ti- los Ronaldos, Barcelona tiene poder- peret, tu calero- estopa, como camarón- estopa, caminando por la vida- melendi, mi estrella blanca- fondo flamenco, páranles d'amor- Serrat, 19 días y 500 noches- Sabina 

Y muchas, muchísimas canciones más ...",Completo,0,2067
21445,2022-10-11,Andoni Arcos,Andoni Arcos,La Coruña,Músico,"a:3:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:18:""Banda con batería"";}",,,350,50,200,80,,,,,,,500,180,"a:3:{i:0;s:9:""Acústico"";i:1;s:5:""Blues"";i:2;s:9:""Comercial"";}",,,,,,,Incompleto,0,674
21446,2022-10-11,Toni Cuadrado Power Trio,Toni Cuadrado Power Trio,Barcelona,Músico,"a:3:{i:0;s:7:""Solista"";i:1;s:5:""Trío"";i:2;s:18:""Banda con batería"";}",,,150,50,,,280,100,,,,,200,100,"a:1:{i:0;s:4:""Folk"";}",https://youtu.be/CqfhcJ9Gtyc,https://youtu.be/JPPOGkBcpZM,https://youtu.be/HPmsqqZ6-Ag,,,"Frio - Manolo Tena,Cadilac Solitario -Loquillo, Rey del Glam - Alaska, So Payaso - Extremoduro, Dolores se llamaba Lola - Los Suaves, No puedo vivir sin ti - Los Ronaldos, Que hace una chica - Burning, Maneras de Vivir - Rosendo, No dudaria - Antonio Flores, etc...",Completo,0,2068
21454,2022-10-12,Abel Serrano,Abel Serrano,Guadalajara,Músico,,,,,,,,,,,,,,,,"a:2:{i:0;s:3:""Pop"";i:1;s:4:""Rock"";}",,,,,,,Incompleto,0,2070
21456,2022-10-12,Sergi party show,Sergi party show,Barcelona,Músico,"a:1:{i:0;s:7:""Solista"";}",,,100,20,,,,,,,,,,,"a:4:{i:0;s:9:""Acústico"";i:1;s:5:""Blues"";i:2;s:7:""Country"";i:3;s:7:""Góspel"";}",https://youtu.be/LMF8zaXG2p0,https://youtu.be/E19RgRzj0mI,https://youtu.be/KS56wM97njM,,,Toda la musica de elvis,Completo,0,0
21465,2022-10-12,David Diéguez,David Diéguez,Madrid,Músico,"a:3:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:18:""Banda con batería"";}",,,70,30,200,80,,,,,,,500,180,"a:3:{i:0;s:9:""Acústico"";i:1;s:3:""Pop"";i:2;s:4:""Rock"";}",https://www.youtube.com/watch?v=QC9VvRYFxSM,https://www.youtube.com/watch?v=WYk6GBfDDwk,https://www.youtube.com/watch?v=B3HOB1Lws8o,,,"1-	Una foto en blanco y negro
2-	Bad Habits
3-	Todo me da Igual pignoise 
4-	Paraíso Dvicio
5-	Wonderwall Oasis
6-	Nada que perder pignoise
7-	Princesas pereza
8- corazón Partío Alejandro Sanz
9-	Peter Pan
10-	Física o química 
11-	Viva la Vida Coldplay
12-	pájaros de Barro
13- La Flaca Jarabe de Palo
13-	Bailemos Dani Fdez
14-	Soldadito Marinero Fito
15-	Lady Madrid Pereza
16-	Juramento Eterno de Sal  
18-	Sugar Maroon 5   
19-	Sirenas Taburete
20-	Mon Amour Zzoilo  
21-	Devuélveme a mi chica Hombres G
22-	Besos El canto del loco
23- Saturno Pablo Alborán
24- Prometo Pablo Alborán",Completo,0,2073
21467,2022-10-12,Eloy Acosta,Eloy Acosta,Madrid,Músico,"a:3:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";}",,,100,45,200,80,280,100,,,,,,,"a:5:{i:0;s:9:""Acústico"";i:1;s:4:""Folk"";i:2;s:6:""Latina"";i:3;s:3:""Pop"";i:4;s:4:""Rock"";}",https://youtu.be/RLWl7UTd6yo,https://youtu.be/xePW9ol4KR4,https://youtu.be/LNx55WJv45w,,,"- Hechizo de alquimia elemental nº 1
- Trincheras 
- Problemas con el ego
- En dique seco
- Y poco más 
- Una noche cualquiera
- La vida está ahí afuera
- Carne de cuneta
- Completos desconocidos
- Modo supervivencia 
- Desiertos
- Rumba Triste 
- Madrid sin ti
- La canción del sur 
- Santa Cecilia
- Corazón de tiza (Radio Futura)
- Reír y llorar (Kiko Veneno)
- Debajo del puente (Under the Bridge - RHCP)",Completo,0,193
21489,2022-10-12,Santy,Santy,Madrid,Músico,,,,,,,,,,,,,,,,,,,,,,,Incompleto,0,2074
21491,2022-10-12,Santy,Santy,Álava,Músico,"a:1:{i:0;s:8:""Cuarteto"";}",,,,,,,,,800,300,,,,,"a:2:{i:0;s:6:""Latina"";i:1;s:5:""Salsa"";}",https://youtu.be/jc09lGN1cEs,https://youtu.be/vtPL_GRpg1k,https://youtu.be/8_xIwcS-6ds,,,"-Lágrimas negras
-El son montuno
-Idilio
-Chan-Chan
-Cantinero de Cuba
-La negra quiere cha cha cha
-El traguito
-Dos gardenias
-Bésame mucho
-La gloria eres tu
-Si nos dejan
-Guantanamera
-Rumbera
-Rumberito
-La sitiela
-Toda una vida
-Veinte años
-Orgullecida
-Lamento boliviano
-Burbujas de amor
-Darte un beso
-Bachata rosa
-La negra Tomasa",Completo,0,2074
21526,2022-10-13,SAXERI,SAXERI,Toledo,Músico,"a:1:{i:0;s:7:""Solista"";}",,,250,80,,,,,,,,,,,"a:4:{i:0;s:10:""Bossa Nova"";i:1;s:12:""Instrumental"";i:2;s:4:""Jazz"";i:3;s:3:""Pop"";}",https://www.youtube.com/watch?v=P9GyayTQGTE&ab_channel=SAXERI,https://youtu.be/VvYXV0WpZOM,https://youtu.be/FLc9z5SRTjc,,,"JAZZ SATANDARS:
• Autumn leaves
• Summertime
• Blue Bossa
• Satin Doll
• Fly me to the monn
• Someday my prince will come
• Don ́t Know Why
• My way
• Night and day
• My litlle suede shoes
• All of me

BOSSA NOVA:
• Desafinado
• How insensitive
• Corcovado
• The Girl from Ipanema
• Wave
• Samba de Orpehu
• Manha carnaval

ROCK CLASICOS ADAPTADOS VERSIÓN A JAZZ:
• Every Breath you take
• It ́s my life
• Smell like teen spirit
• Wonderwall

POP CLASICOS:
• All by my self
• Shallow
• Killing my softly
• On Broadway
• Rainy days and Mondays
• I Say a Little Prayer – Aretha Franklin
• Europe - Santana
• Dancing Queen – Abba
• Hallelujah – Leonard Cohen
• I wanna Dance with somebody – Whitney Houston

POP ACTUAL:
• Rolling in the Deep – Adele
• Someone like you - Adele
• Corazón partio – Alejandro Sanz 
• Empire State of Mind – Alicia Keys
• Halo – Beyonce
• Lost on you-LP
• Ateo – C. Tangana
• Señorita – Shawn Mendes & Camila Cabello
• Havana – Camila Cabello
• Perfect – Ed Sheeran
• Shape of You – Ed Sheeran
• Thinking out loud – Ed Sheeran • Conga – Gloria aStefan
• Bad Day – Daniel Powter
• Love me like you do – Ellie Goulding
• Eso que tu me das – Jarabe de Palo
• Hawai – Maluma
• Let her go – Passenger
• Stay with me – Sam Smith
• Chandelier – Sia
• Dance Monkey – Tones and I
• Take My Brath – The Weeknd
• Save your Tears – The Weeknd • Love me Again – John Mewman • Roar - Katy Perry
• Get Lucky – Daft Punk
• Savage Love – GMA
• Diamonds – Rihana
• Trasure – Bruno Mars
• Cold Heart – Elton Joahn, Dua Lipa
• Tacones Rojos – Sebatian Yatra 
• Pareja del año – Sebastián Yatra 
• Despechá – Rosalía
• Quédate – Quevedo y Bzrp
• Ay mama – Rigoberta Bandini
• Música ligera – Ana Mena
    
HOUSE, DANCE, TECHNO....:
• Baila conmigo
• Pepas – Farruko
• Changes – faul wad &pnau
• Freed from Desire – Gala
• Infinity – Guro Josh
• I Will survive – Blria Gaynor
• Mr. Saxobeat – Alexandra Stan
• The Thythm of the Night – Corona
• Flying Free – Pont Aeri
• Destination Calabria – Alex Gaudino
• Desenchantee- Kate Ryan
• Voyage voyage – Kate Ryan
• Ecuador – Sash!
• L ́ Amour Toujours – Gigi DÁgostino
• Jubel - Kingande

FUNK:
• Iwish
• Isn ́t She Lovely
• Just the two of us
• Lily was here
• Sunny

B.S.O.:
• City of Star
• Arthur ́s theme
• Soul bossa Nova",Completo,0,2077
21577,2022-10-13,La Mafia.,La Mafia.,Madrid,Músico,"a:4:{i:0;s:4:""Dúo"";i:1;s:5:""Trío"";i:2;s:8:""Cuarteto"";i:3;s:18:""Banda con batería"";}",,,,,250,80,300,100,400,120,,,500,180,"a:4:{i:0;s:9:""Comercial"";i:1;s:4:""Jazz"";i:2;s:3:""Pop"";i:3;s:5:""Swing"";}",https://www.youtube.com/watch?v=Rb1mC7y2T8I,,,,,"En italiano: Tintarella di luna, Volare, Parole parole, Raffaella Carrà, Sarà perché ti amo, ti amo, Gloria....

Vintage internacional: Buona sera signorina, Mambo Italiano, That´s amore, Diamonds, Lady is a tramp....

Pop, funky, soul: Bruno Mars, Michael Jackson, Madonna, Lady Gaga, Stevie Wonder, Amy Whinehouse",Completo,0,2079
21579,2022-10-13,La Rafalanga,La Rafalanga,Pontevedra,Músico,"a:3:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";}",,,400,60,600,80,700,100,,,,,,,"a:5:{i:0;s:9:""Acústico"";i:1;s:13:""Flamenco puro"";i:2;s:5:""Funky"";i:3;s:9:""Reggeaton"";i:4;s:4:""Rock"";}",https://www.instagram.com/la_rafalanga/?hl=es,https://www.youtube.com/watch?v=mYmlALIV0rc,https://www.youtube.com/watch?v=jYhLCo2Kd2s,,,"el kanka, Muchachito, ivan ferreiro, depedro, vetusta morla, extremoduro, fito, platero, sabina, juanito makande, rodrigo amarante, tu otra bonita etc...",Completo,0,2080
21590,2022-10-13,RUMBITELS,RUMBITELS,Madrid,Músico,"a:1:{i:0;s:4:""Dúo"";}",,,,,400,90,,,,,,,,,"a:6:{i:0;s:37:""Canciones de toda la vida en Español"";i:1;s:36:""Canciones de toda la vida en Inglés"";i:2;s:11:""Flamenquito"";i:3;s:3:""Pop"";i:4;s:4:""Rock"";i:5;s:5:""Rumba"";}",https://youtu.be/lR7H1X1qwG8,https://youtube.com/watch?v=JMrR8n51ifg&si=EnSIkaIECMiOmarE,,,,"CORAZÓN PARTÍO- ALEJANDRO SANZ 
SIEMPRE QUE QUIERA-MUCHACHITO BOMBO INFIERNO
TU FRIALDAD- TRIANA
EL LADO OSCURO- JARABE DE PALO
ME QUEDO CONTIGO- LOS CHUNGUITOS 
....
PUEDES VERLAS TODAS EN LA PLAYLIST DE ABAJO .",Completo,2,2081
21634,2022-10-13,Paco Bosch,Paco Bosch,Murcia,Músico,"a:1:{i:0;s:7:""Solista"";}",,,200,100,,,,,,,,,,,"a:4:{i:0;s:5:""Indie"";i:1;s:3:""Pop"";i:2;s:4:""Rock"";i:3;s:15:""Tributo a banda"";}",https://youtu.be/kKRNdyMfw1E,,,,,"Loca (Luz Casal), Carolina (M Clan), La casa por el tejado ( Fito), Feo, fuerte y formal (Loquillo), A quién le importa (Alaska), Salta (tequila), no puedo vivir sin tí (coque Malla), Déjame, (Los secretos), Mi gran noche (Raphael), un beso y una flor (Nino Bravo), Lady Madrid (Pereza), La mujer de verde (Izal), Mi realidad y emborracharme (Lori Meyers) , No gires (Varry Brava), La revolución sexual ( La casa azul), Años 80 (Los piratas), a cualquier otra parte (Dorian), etc...",Completo,0,2084
21636,2022-10-13,INDISCRETOS,INDISCRETOS,Murcia,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,900,100,"a:4:{i:0;s:11:""Alternativa"";i:1;s:5:""Indie"";i:2;s:3:""Pop"";i:3;s:4:""Rock"";}",https://youtu.be/kKRNdyMfw1E,,,,,"Cien Gaviotas (Ducan Dhu), Mil calles llevan hacia ti (La Guardia), Carolina (M Clan), La casa por el tejado ( Fito), Feo, fuerte y formal (Loquillo), A quién le importa (Alaska), Salta (tequila), no puedo vivir sin tí (coque Malla), Déjame, (Los secretos), Mi gran noche (Raphael), un beso y una flor (Nino Bravo), Lady Madrid (Pereza), La mujer de verde (Izal), Mi realidad y emborracharme (Lori Meyers) , No gires (Varry Brava), La revolución sexual ( La casa azul), Años 80 (Los piratas), a cualquier otra parte (Dorian), etc…",Completo,0,2084
21639,2022-10-13,Musictaster Pol,Musictaster Pol,Barcelona,Músico,"a:1:{i:0;s:7:""Solista"";}",,,150,50,,,,,,,,,,,"a:1:{i:0;s:9:""Acústico"";}",https://www.youtube.com/watch?v=fun1UAmDkQM,https://www.youtube.com/watch?v=sPruH-zz0hc,https://www.youtube.com/watch?v=zRGemntjHi4,,,"M-Clan, Prince, Michael Jackson, Rolling Stones, Bob Dylan, John Mayer, Chuck Berry, Acdc, Ed Sheeran, Bradley Cooper, Beatles, Chris Isaak...y muchísimos más",Completo,0,2085
21676,2022-10-14,Ixtlan,Ixtlan,Tarragona,Músico,"a:1:{i:0;s:7:""Solista"";}",,,200,100,,,,,,,,,,,"a:4:{i:0;s:11:""Alternativa"";i:1;s:11:""Electronica"";i:2;s:5:""Funky"";i:3;s:12:""Instrumental"";}",https://www.youtube.com/watch?v=QeV-4GcBRq8,https://www.youtube.com/watch?v=WnK1BxLkZ1s,https://www.youtube.com/watch?v=9gn2nog8Mhw,,,"Un estilo musical relajado, marcado por la improvisación con influencias del
Funk, Bossa, sonidos Afro y música electrónica.

Beggin - Maneskin
Smooth Operator - Sade
The Wall - Pink Floyd
Californication - Red Hot Chili Peppers
Tu nombre y el mio - L. Aristimuño
Bilie Jean - Michael Jackson
Sweet Dreams - Eurythmics
Believer - Imagine Dragons
Radioactive - Imagine Dragons
Money - Pink Floyd",Completo,0,2087
21761,2022-10-14,Javi Mejías,Javi Mejías,Madrid,Músico,"a:1:{i:0;s:7:""Solista"";}",,,130,90,,,,,,,,,,,"a:1:{i:0;s:9:""Acústico"";}",https://youtu.be/YomWWsyPiM8,https://youtu.be/4N9StAVCNGk,https://youtu.be/J5ssZscPXmQ,,,"The Beatles & Wings:
I’ ve just seen a face
Blackbird
Honey Pie
While my guitar gently weeps
Imagine
For no one
Let' em in
Jealous guy
Mrs. Vandebilt
Across the universe
Strawberry Fields
Mull of kintyre
Letting go
Back in the USSR
Come together
My sweet lord
Lady Madonna
Something
Octopus garden
Hey Jude
Clásicos del pop/rock británico y americano:
Knocking on heaven's door
When a Blindman Cries
Love Me Tender
Child In Time
It's Now Or Never
Gethsemane
Cocaine
The Sound Of Silence
That's Alright Mama
Have You Ever Seen The Rain
Twenty Flight Rock
Sunshine Of Your Love
Jumping Jack Flash
Blue Suede Shoes
White Room
Matchbox
I'm So Glad
Crossroads
Roll Over Beethoven
Smoke On The Water
Born To Be Wild
Canciones propias:
Little big writter
Inari
Near the fire
Grandad
Two words
Full Moon
Under Siege
Lady badger
...",Completo,1,2088
